"English Term","Arabic Term"
"object (to)","اعْتَرَضَ عَلَى، عَارِضَ"
"object","مَوْضُوعٌ، مَشْرُوعٌ"
"objection, opposition","احْتِجَاجٌ، مُعَارَضَةٌ، اعْتِرَاضٌ (فِيتُو)"
"objective dialectic","جَدَلِيَّة موضوعية"
"objective factor","عامل موضوعي"
"objectively","مَوْضُوعِيٌّ"
"objectivity","مَوْضُوعِيَّةٌ، عَدَمُ التَّحَرُّبِ (أَوِ الإِنْخِيَازُ)"
"obligations (duty) and rights of the citizen","واجبات وحقوق المواطن"
"obligatory service","الْخِدْمَةُ الإِجْبَارِيَّةُ"
"obligatory","إِلْزَامِيٌّ، إِجْبَارِيٌّ، وَاجِبٌ (صِفَّةُ)"
"oblige (to)","أَرْغَمٌ، أَمْلَى (إِرَادَتُهُ)"
"obliged of recruitment","كُفْءٌ (مَلْزَمٌ) لِلتَّجْنِيدِ"
"observation","مُرَاقَبَةٌ، مُلَاحَظَةٌ، مُشَاهَدَةٌ"
"observe (to)","رَاقِبٌ، شَاهِدٌ، رَصَدٌ، لَاحِظٌ"
"observer status","بِصِفَّةُ مُرَاقِبٍ"
"obstacle","عَائِقٌ، مَانِعٌ، عُقْبَةٌ، عَرَقْلَةٌ"
"obstruction","الْمُعَارَضَةُ، مُنَاوَأَةُ الصَّدِّ وَالْإِعْرَاضِ، إِعَاقَةٌ (عَرَقْلَةُ الْأَعْمَالِ السِّيَاسِيَّةِ)"
"obtain the right to speak","يسحب (حق) الكلام"
"occupation army, troops","جَيْشُ الإِحْتِلاَلِ"
"occupation army","إِحْتِلاَلٌ (الِاسْتِيلَاءُ عَلَى مَلَكٍ)"
"occupation authorities","جَيْشُ الإِحْتِلاَلِ، الْقُوَّاتُ الْمُحْتَلَّةُ"
"occupation forces","قوات الإحتلال"
"occupation law","قانون الإحتلال"
"occupation order","نقابة مهنية"
"occupation policy","سياسة الإحتلال"
"occupation state","دولة الإحتلال"
"occupation troops","قوات (فرق جنود) الإحتلال"
"occupation zone","المنطقة المحتلة"
"occupation","مِهْنَةٌ، صِنْعَةٌ، حَرْفَةٌ"
"occupied area","منطقة (أرض) محتلة"
"occupied country","بلد مُحتل"
"occupied state","بلد (دَوْلَة) مُحْتَل"
"occupied territories","المنطقة (الأرض) المحتلة"
"occupy (to)","إحتل، شغل"
"occupy the center of interest","يَحْتَل مَكَان الصَّدَارَة"
"ocean","محيط"
"October revolution","ثورة أكتوبر"
"offense position","موقع الهجوم (في العسكرية)"
"offensive alliance","تحالف هجومي"
"offensive atomic weapons","سلاح ذري هجومي (سلاح هجومي ذري)"
"offensive rocket","صاروخ هجومي"
"offensive strategy","إستراتيجية الهجوم (هجومية)"
"offensive troops","القوات المهاجمة (قوات الهجوم)"
"offensive war","حَرْبٌ هجومية"
"offensive weapon system","نظام سلاح الهجوم"
"offensive weapons","سلاح هجومي"
"offensive","خاص بالهجوم"
"offer and demand theory","نظرية العرض والطلب"
"offer, bid","عرض"
"office (toretire (resign) from his...)","خرج، ترك (استقال) من مهامه"
"office for weapons control","دائرة مراقبة التسلح"
"office of the federal chancellor","مكتب (ديوان) المستشارية، المستشار الاتحادي"
"office work","الخدمة في الكنة"
"office, study, cabinet, function, charge, ministry","دائرة، مكتب، منصب، مهمة، وظيفة، مصلحة، وزارة"
"office","ديوان (مكتب الحاكم أو الرئيس)"
"officer charged of nutrition and lodging","صف ضابط للتغذية والإسكان"
"officer corps","هيئة الضباط"
"officer doctor","طبيب ضابط"
"officer","ضابط"
"offices division","تقسيم المراتب أو الوظائف والمهام"
"offices hierarchy","تسلسل المناصب"
"offices repartition","توزيع الوظائف والمهام"
"offices, bureau","المكاتب، الوظائف"
"official (legal) acknowledgement","الإعتراف الرسمي (الإعتراف من الناحية القانونية)"
"official announcement","بلاغ رسمي"
"official appointment of the ministers of a cabinet through the oath in front of the president","تعسين رسمي للوزارة بأداء أعضائها القسم أمام الرئيس"
"official authority","سلطة المكاتب، حق التصرف (الدوائر الحكومية)"
"official circles","الأوساط الرسمية"
"official corruption","رشوة الموظفين"
"official denial","نفي رسمي"
"official examination","تحقيق رسمي"
"official exchange rate","سعر الصرف الرسمي"
"official funeral","جنازة رسمية"
"official gazette","الصحيفة الرسمية، الجريدة الرسمية"
"official language","اللغة الرسمية (لغة الدوائر الحكومية)"
"official mandate","بتكليف رسمي"
"official member","عضو أصيل (رسمي)"
"official secret","سرّ رسمي"
"official statement","بيان (تصريح) رسمي"
"official statistics","إحصائية رسمية"
"official","رسي (غير فخري مثال الموظف الرسمي، الذي يتقاضى مرتباً بحيث أنه يعمل بانتظام حوالي 40 ساعة أسبوعياً) (صفة)"
"official","رسي"
"officially charged with","بحكم الوظيفة مُكَلَّفٌ بمنصب رفيع (عال)"
"oil exporting countries","البلدان المصدرة للبترول"
"oldest minister","الوزير الأقدم بالخدمة"
"oligarch","عضو (مؤيد) في حكومة تسيطر عليها جماعة صغيرة همها الاستغلال"
"oligarchic","خاص (ذو علاقة) بحكم القلة"
"oligarchy","حكم القلة"
"Oman","عمان"
"Omdurman","أم درمان"
"on a local level","على مستوى محلي"
"on a parliamentary level","على مستوى برلماني"
"on an international level","على مستوى عالمي"
"on behalf","بأمر، بتكليف (من فلان)"
"on duty","مُناوِب"
"on ministerial level","على مستوى وزاري"
"on the ambassador's level","على مستوى السفراء"
"on the foreign policy level (area)","صعيد (مجال) السياسة الخارجية"
"on the head of the party","على رأس الحِزْب (في قمة الحِزْب)"
"on the highest levels","على أعلى المستويات"
"on the local policy area","على صعيد السياسة الداخلية"
"on the top of his power","في قمة سُلْطَتِه"
"on the way of negotiations","عن طريق المفاوضات"
"one who is against the government politics","مناوئ (معارض) سياسة الحكومة"
"OPEC organization of petroleum exporting countries","منظمة الدول (البلدان) المصدرة للبترول"
"open (to)","افتتح، فتح"
"open diplomacy","دبلوماسية مكشوفة (مفتوحة)"
"open poll","تصويت علني (مكشوف)"
"open the elections","افتتاح الانتخابات"
"open vote","تصويت مفتوح علني"
"open-market policy","سياسة السوق الحر"
"opening of the conference","افتتاح المؤتمر"
"opening of the legislative period","إفتتاح الدورة التشريعية"
"openness policy","سياسة الانفتاح"
"openness","انفتاح، فتح"
"operating troops","القوات العاملة"
"operation","عملية، عمل"
"opinion by unanimity","رأي بالإجماع (بجمع عليه)"
"opinion change","تغيير الرأي (تراجع عن الرأي)"
"opinion exchange","تبادل الآراء (الأفكار)"
"opinion formation","تكوين الرأي"
"opinion poll institute","معهد دراسات الرأي العام"
"opinion poll","استفتاء الرأي"
"opinion poll","إستفتاء الشعب"
"opinion","رأي، اعتقاد"
"opponent, enemy","عدو، خصم، غريم"
"opponent, objector","معارض"
"opponent","معارض، مقاوم، مخالف"
"opportunism","انتهازية، نفعية"
"opportunist","انتهازي، نفعي"
"opportunistic wing","جَنَاح إنتهازي"
"opportunistic","انتهازية (صفة)"
"oppose (to)","يعارض، يقابل، يواجه"
"opposing member","صوت معارض"
"opposite obligation","التزام مقابل"
"opposition (principle)","مُعَارَضَة مبدئية (من حيث المبدأ)"
"opposition benches in the parliament","مقاعد المعارضة في البرلمان"
"opposition campaign","حملة عدائية"
"opposition circles","أوساط المُعارضة"
"opposition current","طيار الاعتراض (الملاقاة)"
"opposition deputy","نائب المُعارضة"
"opposition leader","زعيم المُعارضة"
"opposition leadership","رئاسة (زعامة) المُعارضة"
"opposition member","عضو المُعارضة"
"opposition movement","حركة المُعارضة"
"opposition parliamentary party","جناح المُعارضة في البرلمان"
"opposition party","حزب المُعارضة"
"opposition party","حزب معارض"
"opposition party","حِزْب معارض (مناويء أو معاد)"
"opposition policy","سياسة المُعارضة"
"opposition politician","سياسي معارض"
"opposition proposal","اقتراح (مشروع أو طلب) المُعارضة"
"opposition proposition","طلب (اقتراح) المُعارضة"
"opposition representative","ممثل المُعارضة"
