"English Term","Arabic Term"
"Reserve","احتياط . حفظ. احتفاظ"
"Reserve Aircraft","طائرات احتياطية"
"Reserve Components","عناصر الاحتياط"
"Reserved Area","منطقة محجوزة . منطقة مخصصة"
"Reseved Demolition Target","هدف تدبير مرجأ"
"Reseved Demolition Target Route","طريق مخصص"
"Reserve Duty Training","تدريب الخدمة الاحتياطية"
"Reserve Duty Training Force","قوة احتياطية"
"Reserve Officer","ضابط احتياطي"
"Reserve Officers' Training","تدريب ضباط الاحتياط"
"Reserve Officers' Training Requirements","الأحتياجات الاحتياطية"
"Reserve Officers' Training Supplies","التموينات الاحتياطية"
"Residual Contamination","تلويث متخلف ( باقي )"
"Residual Contamination Forces","قوات تبقية ( لمهام أخرى )"
"Residual Contamination Radiation","اشعاع متخلف"
"Resolution in Azimuth","تمييز بالاتجاه"
"Resolution in Azimuth Range","تمييز بالسدى"
"Respiator","قناع تنفسي"
"Responsibility","مسئولية"
"Responsible","مسئول . ذو ثقة"
"Responsible Officer","الضابط المسئول"
"Responser","جهاز اجابة الكتروني"
"Rest","راحة. استراحة. سكون. عدو. بقية باق. حامل. مسند. توقف"
"Restitution","اعادة. ارجاع. نقل. ( المعلومات من لوحة الى أخرى )"
"Re-store","اعادة تخزين"
"Restricted Area","منطقة محظورة"
"Restore","يعيد. يسترجع"
"Restricted Areas","مناطق محظورة ( جوية )"
"Restricted Areas Data","معلومات محظورة"
"Restricted Areas Diet","طعام محدد"
"Restricted Areas Traffic","حركة مرور محددة. حركة مرور مقيدة"
"Restricting Plug","سعادة حصر الغاز ( في الأسلحة المدببة الارتداد )"
"Restriction","تقييد. تحديد. خطر. حصر"
"Result","نتيجة. حاصل"
"Resume","يستأنف. يواصل. يتابع"
"Résumption","متابعة. استئناف"
"Resupply","اعادة تعيين"
"Retail Stock","تموينات أو مواد الصرف القطاعي ( الفرق )"
"Retained Enemy Personnel","أفراد العدو المحتفظ بهم"
"Rataliation","انتقام. عمل انتقامي"
"Rataliation Fire","رمي انتقامي. نيران انتقامية"
"Retardation","تأخير. ابطا. تأخر"
"Retention Limit","مدى الاحتفاظ"
"Retire , To","ينسحب. يرتد. يتقاعد"
"Retired List","بيان المتقاعدين. قائمة المتقاعدين"
"Retired List Reserve","الاحتياطي من المتقاعدين"
"Retirement","تراجع. تقاعد"
"Retransfer , To","ينقل ثانية"
"Retransmission","اعادة بث. اعادة ارسال"
"Retreat","ارتداد. انسحاب غير منظم. تراجع"
"Retrograde","تقهقر"
"Retrograde Movement","حركة تقهقر"
"Return","١- عودة. رجوع. اياب. ارتداد. اعادة"
"Return a Salute , To","يرد التحية"
"Returne Material","مواد معادة"
"Return Pistol","يعيد السدس ( الى غلافه )"
"Return Program","برنامج العودة"
"Revenue","واردات . دخل . عائدات"
"Reverse","عكس . معكوس . مطلوب . خلف"
"Reverse Gear","تروس خلفية"
"Reversed Standard Alphapet","حروف مرتبة عكسية"
"Reverse Slope","منحدر خلفي"
"Reverse Slope Defense","الدفاع على منحدر خلفي"
"Review","مراجعة . استعراض . معاينة . إعادة نظر . مجلة"
"Reviewing Authority","سلطة إعادة النظر . ( للتقارير والأحكام )"
"Review Period","فترة مراجعة ( في التمرين )"
"Revolve","يدور . يلف . يدير"
"Revolver","سدس دوار . ( أبو عجلة )"
"Rewarehousing","إعادة ترتيب التخزين"
"Reward","جائزة . مكافأة . منحة"
"Rib","ضلع . فرضه . حزة . حامل . افريز . دعاء"
"Rib , To","يضلع . يحرز . يفرض"
"Rib Rifling","تحزيز مغلغ ( عمل سدود وحدود متساوية )"
"Ribbon","وشاح - شريط"
"Ricochet","سكترمة . انزلاق . انزلاج . زلج . وشب ( أي ارتداد أو انزلاق القذيفة بعد اصطدامها )"
"Ricochet Burst","انفجار منزلق ( يرتد عن الأرض دون أن يخوض فيها )"
"Ricochet Burst Fire","نيران منزلقة . رمي منزلق"
"Ridge","حرف . حد . سفح . سلسلة . تلال . أو جبال"
"Ridge Line","خط السفح . خط سلسلة مرتفعات"
"Rifle","بندقية"
"Rifle , To","١ . يقتل بالبندقية ( ٢ ) ينهب . يسلب ( ٣ ) يحرز . يحدد . يفرز"
"Rifle Barrel","سبطانة البندقية"
"Rifle Company","سرية البنادق"
"Rifle Company Grenade","قنبلة بندقية"
"Rifle Company Range","مدى البندقية"
"Rifleman","حامل البندقية . رامي البندقية"
"Rifling","سريز . تحديد . حلزنة"
"Rifle Salute","تحية بالبندقية"
"Rifle Salute Scabbard","متراب أو غلاف البندقية"
"Rifle Salute , Automatic","بندقية آلية"
"Right","١- حق (٢) قائم . ستقيم (٣) يمين . أيس"
"Right Dress","١- التراصف على اليمين (٢) يمين تراصف ( ايعاز)"
"Right Flank","الجناح الأيس"
"Right Trail","الحاضن الأيس ( في المدفع)"
"Rigid","صلب . يابس . قاس . عنيف . صارم"
"Rigid Terrain","أرض وعرة . أرض صعبة"
"Rigidity","صلابة . قسوة . وعورة . عنف . صرامة"
"Ring Sight","سعادة دائرية"
"Riot","شغب . صخب . مهاج"
"Risk","مجازفة . مخاطرة . مغامرة"
"River Lime","خط نهر . خط نهرى"
"Road Block","حاجز طريق"
"Road Block Capacity","سعة الطريق . معدل السير على الطريق"
"Road Block Clearance Distance","سافة إخلاء الطريق"
"Road Block Time","زمن إخلاء الطريق"
"Road Block Discipline","ضبط الطريق"
"Road Block Distance","سافة الطريق"
"Road Block Junction","ملتقى طريق"
"Road Block Movement Graph","مخطط التحرك على الطرق ( رسم بياني )"
"Road Block Table","جدول التحرك على الطرق"
"Road Block Net","شبكة طرق"
"Road Block Reconnaissance Report","تقرير استطلاع الطريق"
"Road Block Screen","ستر الطرق . إخفاء التحرك على الطرق"
"Road Space","طول الرتل (السافة التي يقطعها الرتل على الطريق)"
"Road Space Time(See:Road Clearance Time)","زمن عبور الطريق"
"Rocket Head","رأس الصاروخ"
"Rocket Head Launcher","قاذف صاروخ"
"Rocket Head Motor","محرك الصاروخ"
"Rocket Head Propulsion","دفع الصاروخ"
"Roentgen","رونتنجن (وحدة قياس أشعة أكس وجامعة النووية)"
"Rolling Barrage","غلالة قافزة / (واحفة أو قاصفة)"
"Rolling Barrage Reserve","احتياطي تمويني منقول (تموينات مجهزة في عربات للتحرك مع الوحدات)"
"Roll up","لف . طي . فك . تعرية . تجريد"
"Rope","حبل"
"Rotation","دوران - تعاقب - تناوب"
"Rotation Coefficients","عوامل الدوران (عوامل دوران الأرض المؤثر على الرمي البعيد المدى)"
"Rough","قاس . خشن . وعر . شاق"
"Rough Estimate","تقدير تقريبي . تقدير سريع"
"Rough Ground","أرض وعرة"
"Round","طلقة كاملة"
"Round of Ammunition","طلقة ذخيرة"
"Route","طريق . سلك . خط سير"
"Route Column","رتل طريق . - رتل غير تكتيكي"
"Route March","سير طليق . - سير حمر"
"Route Order","ترتيب السير"
"Route Reconnaissance","استطلاع طريق"
"Routes of Communications","طرق المواصلات"
"Rout Step","خطوة طليقة (غير منتظمة)"
"Routine Ammunition Maintenance","صيانة الذخيرة المعتادة"
"Routine Ammunition Maintenance Message","رسالة عادية"
"Routine Ammunition Maintenance Order","أمر اعتيادي"
"Routing Indicator","دليل طرق . إشارة طرق مميزة"
"Roving Artillery Gun","مدفعية متنقلة (متجول) - مدفع متنقل"
"Row Marker (Land Mine Warfare)","مؤشر صف الألغام - علامة صف الألغام ( توضع في بداية ونهاية للخلف )"
"Row Stock","التكديس في صفوف (تكديس التموينات في صفوف متراصة)"
"Royal Saudi Air Force","سلاح الطيران الملكي السعودي"
"Royal Saudi Air Force Navy","البحرية الملكية"
"Rugged","وصر"
"Rules for Engagement","قواعد الاشتباك ( في الضرب على أهداف جوية )"
"Running Key System","نظام المفتاح المنزلي ( شيفرة )"
"Running Key System Spare","قطع غيار اضافية ( الموجودة ضمن حقيبة التشغيل )"
"Rupture","تمزيق . تحطيم ."
"Sabotage","تخريب"
"Sacrifice","تضحية"
"Saddle","سرح - حامل"
"Safe Conduct","جواز مرور - تصريح مرور - (للمناطق المحظورة)"
"Safe-Guard","١- وقاية - حماية - محافظة"
"Safety","سلامة - أمان"
"Safety Angle","زاوية الأمان ( زاوية الرمي في المدفع لضمان سلامة القوات الصديقة التي تمر فوقها القذائف )"
"Safety Belt","حزام الأمان"
"Safety Belt Card","بطاقة الأمان ( تصرف للبطارية لبيان مناطق القصف )"
"Safety Catch","حابس الأمان"
"Safety Catch Device","جهاز الأمان - وسيلة الأمان"
"Safety Catch Diagram","مخطط الأمان - مخطط السلامة"
"Safety Catch Factor","عامل الأمان - عامل السلامة"
"Safety Catch Fork","شوكة الأمان"
"Safety Catch Lanes","أدوات المأمونة - سرات السلامة"
"Safety Catch Level of Supply","مستوى بين للأمان ( التموينات الضرورية ) لأستمرار اد في حالة توقف التعويض لفترة ما ) مطلة الأمان"
"Safety Catch Lever","حد الأمان - حد السد"
"Safety Catch Limit","قفل الأمان"
"Safety Catch Lock","نابض قفل الأمان"
"Safety Catch Spring","ضابط سلامة - ضابط الأمان"
"Safety Catch Officer","مسار الأمان"
"Safety Catch Pin","سدادة للأمان"
"Safety Catch Plug","برنامج السلامة - برنامج الأمان"
"Safety Catch Program","نطاق الأمان - مجال الأمان"
"Safety Catch Radius","حذاء الأمان - حذاء السلامة"
"Safety Stake","شاخص الأمان . شاخص السلامة"
"Safety Stake Valve","صمام الأمان"
"Safety Stake Zone","منطقة الأمان"
"Sailing","ابحار . اقلاع"
"Salary","راتب . مرتب"
"Sales Commissary","بقالة المعسكر"
"Salient","بارز . ناتئ . بروز . نتوء"
"Salute","تحية . سلام"
"Salute to the Color","تحية العلم"
"Salute With Guns","تحية بالمدافع"
"Salute , National","السلام الوطني"
"Saluting Distance","مسافة ١١٠ التحيّة . (من ٦ - ٣٠ خطوة)"
"Saluting Gun","مدفع التحيّة (مراسم)"
"Salvage","سترجعات . رجع"
"Salvage Collecting Point","نقطة جمع الرجوع"
